index,corpus,source,id,sentence,token,time_start,time_end,start,end
1001,dialect_manturovo,Belkova2.eaf,66,"Ну человек, которому дали первую встречу, он отмолился,",дали,2265.081,2270.497,22,25
1002,dialect_manturovo,Yudina2.eaf,70,Все померли.,померли,157.543,158.529,5,11
1003,dialect_manturovo,Yudina2.eaf,94,"Все и братья померли, одна осталась.",померли,203.208,206.823,14,20
1004,dialect_manturovo,Golubeva1.eaf,1425,"Собралась вот, хотела к ребятам -то сходить,",Собралась,6374.382,6377.3,1,9
1005,dialect_manturovo,Serova1.eaf,118,"Да, я знаю, по- моему, там дали какие-нибудь три дня, говорили.",дали,2635.809,2638.798,28,31
1006,dialect_manturovo,Lebedeva1.eaf,515,"Позвонили, чтобы забрали.",забрали,1999.91,2001.985,18,24
1007,dialect_manturovo,Yudina1.eaf,303,Вы дали корове эту воду?,дали,4054.85,4056.915,4,7
1008,dialect_manturovo,Serova1.eaf,50,Отдали?,Отдали,1172.276,1173.21,1,6
1009,dialect_manturovo,Serova1.eaf,156,Но мы её сдали,сдали,922.835,930.857,10,14
1010,dialect_manturovo,Serova1.eaf,490,В шестьдесят первом году первый раз дали зарплату - три рубля.,дали,2469.207,2475.294,37,40
1011,dialect_manturovo,Yudina2.eaf,482,"Вот батька помер, ну Леонид -то у меня помер.",помер,1275.345,1278.997,40,44
1012,dialect_manturovo,Yudina2.eaf,482,"Вот батька помер, ну Леонид -то у меня помер.",помер,1275.345,1278.997,12,16
1013,dialect_manturovo,Yudina3.eaf,124,"умер, привезли в церковь, а те дак и говорят, которые в церкви -то: 'как,- говорит, - ангелочек, лежит в гробе-то",умер,397.429,404.536,1,4
1014,dialect_manturovo,Yudina3.eaf,194,"Ага, тоже живы все остались, и братья вот померли все уж.",померли,593.073,597.428,43,49
1015,dialect_manturovo,Serova1.eaf,515,"И вот когда дали первую зарплату, я про маму не знаю, а вот здесь женщина рассказывала, 'Мы, - говорит, - ревели от радости'.",дали,2556.679,2562.654,13,16
1016,dialect_manturovo,Serova3.eaf,20,"Там у неё много, вот она мне дала, это, и, и невесте, и дружке и всему, вот это...",дала,76.353,82.733,30,33
1017,dialect_manturovo,Yudina3.eaf,1403,"Он живой ещё теперь, не помер.",помер,3409.023,3412.556,25,29
1018,dialect_manturovo,Yudina3.eaf,1519,"Вот у нас хозяин помер, Леня помер,- ему Царство небесное потом всё это... поминали его, да.",помер,3714.265,3721.975,18,22
1019,dialect_manturovo,Yudina3.eaf,1519,"Вот у нас хозяин помер, Леня помер,- ему Царство небесное потом всё это... поминали его, да.",помер,3714.265,3721.975,30,34
1020,dialect_manturovo,Yudina3.eaf,1870,"И вот мы продали его, все уж , померли.",померли,4814.066,4817.15,32,38
1021,dialect_manturovo,Yudina3.eaf,1894,"А потом дедушка -то помер, свёкор вот, я хозяину своего говорю:",помер,4874.21,4878.745,21,25
1022,dialect_manturovo,Yudina3.eaf,2416,"Ещё и мужик вот посылал, Коля звали, тоже умер, говорит:",умер,6324.392,6333.91,43,46
1023,dialect_manturovo,Yudina3.eaf,2428,"И так и жила, много годов она жила так -то, глуха -то, вот померла.",померла,6364.742,6371.665,60,66
1024,dialect_manturovo,Yudina3.eaf,2428,В тыну и померла.,померла,6364.742,6371.665,10,16
1025,dialect_manturovo,Lebedeva1.eaf,914,А я подобрала ноги да бежать.,подобрала,3581.093,3587.04,5,13
1026,dialect_manturovo,Lebedeva2.eaf,116,"и их он рассчитал, напоил, чего -то намешал, они уснули, и он деньги у них отобрал.",отобрал,441.882,450.101,76,82
1027,dialect_manturovo,Lebedeva2.eaf,117,"Отобрал деньги, и их и учерпали, и убили в общем.",Отобрал,450.101,455.01,1,7
1028,dialect_manturovo,Yudina4.eaf,174,"Не знаю, когда холодная лавка, стлали и половики.",стлали,762.464,766.279,32,37
1029,dialect_manturovo,Yudina4.eaf,219,"Дедушка помер, бабушка померла, остались мы двое.",помер,934.363,938.094,24,28
1030,dialect_manturovo,Yudina4.eaf,219,"Дедушка помер, бабушка померла, остались мы двое.",померла,934.363,938.094,24,30
1031,dialect_middle_pinega,A-0472_Ф.eaf,7,"Я вот выткала сей год у племянницы в Шардонеми вот когда, дак ей, у ей семь дорожек вот этих -то, себе -то я одну взяла уж только, лони у меня было четыре дорожки, дак отдала тоже племяннику две дорожки, ак себе -то только вот три и осталось, да.",взяла,53.969,72.891,115,119
1032,dialect_middle_pinega,A-0472_Ф.eaf,89,"Тата помер ещё я была на четырнадцатом, мама была больна, девятнадцать годов лежала.",помер,872.737,882.347,6,10
1033,dialect_middle_pinega,A-0476_Ф.eaf,4,Я одна жила.,жила,79.383,104.68,8,11
1034,dialect_middle_pinega,A-0476_Ф.eaf,51,"Я семь годов вместе -то жила, уж не слыхала ни худо ни добро, никакого худого слова.",жила,2385.316,2406.654,25,28
1035,dialect_middle_pinega,A-0476_Ф.eaf,68,"Не= нет, не горькое вот, такое самое хорошее выжило, дак крепкое, хорошее.",выжило,2636.595,2648.482,46,51
1036,dialect_middle_pinega,Д84_27_Нюхча_Пинежск_Ф.eaf,14,"И жили коммунально, вместях семьи жили, насдавали, хлеб был, да всё было, дак коммуна= коммуна хорошая была, хорошо жили.",жили,536.456,557.862,3,6
1037,dialect_middle_pinega,A-0472_Ф.eaf,124,"Везде, на повети, везде спали, тепло, дак что им?",спали,1265.916,1283.912,25,29
1038,dialect_middle_pinega,Д84_27_Нюхча_Пинежск_Ф.eaf,14,"И жили коммунально, вместях семьи жили, насдавали, хлеб был, да всё было, дак коммуна= коммуна хорошая была, хорошо жили.",жили,536.456,557.862,35,38
1039,dialect_middle_pinega,Д84_27_Нюхча_Пинежск_Ф.eaf,14,"И жили коммунально, вместях семьи жили, насдавали, хлеб был, да всё было, дак коммуна= коммуна хорошая была, хорошо жили.",жили,536.456,557.862,117,120
1040,dialect_middle_pinega,A-0472_Ф.eaf,127,Уж не дрался.,дрался,1323.298,1336.825,7,12
1041,dialect_middle_pinega,Д84_27_Нюхча_Пинежск_Ф.eaf,21,"И вот ну дак жили, а вот эта жисть -то вот, знаешь, такая была перебой= перебойная жисть после этой вот революции -то, вот тут жисть -то установлялась, дак было ведь худо, тяжело было жить -то.",жили,668.461,685.165,14,17
1042,dialect_middle_pinega,A-0472_Ф.eaf,136,"Умер, да, там же помер.",Умер,1429.806,1431.818,1,4
1043,dialect_middle_pinega,A-0472_Ф.eaf,136,"Умер, да, там же помер.",помер,1429.806,1431.818,18,22
1044,dialect_middle_pinega,A-0472_Ф.eaf,160,"Да брат -то постарее меня, а тут всяко умерли.",умерли,1658.732,1679.905,40,45
1045,dialect_middle_pinega,Д84_27_Нюхча_Пинежск_Ф.eaf,22,"Ак стало получше да получше да и вот и и зажили, и вот и тепере-ка и давай хорошо.",зажили,685.165,711.155,42,47
1046,dialect_middle_pinega,A-0474_Ф.eaf,5,Меня сняли в ясли.,сняли,64.515,82.474,6,10
1047,dialect_middle_pinega,Д84_27_Нюхча_Пинежск_Ф.eaf,23,"А тут худо-худо было, жили-переживали.",жили,713.105,735.218,23,26
1048,dialect_middle_pinega,A-0474_Ф.eaf,30,"Дьякон был ещё, дьячок, дьяконом звали и всяко, и дьячком, и всяко.",звали,349.081,353.582,34,38
1049,dialect_middle_pinega,A-0474_Ф.eaf,38,"Да не знаю, дрались ле нет.",дрались,394.485,408.147,13,19
1050,dialect_middle_pinega,A-0474_Ф.eaf,38,"Бывае, не дрался да пил да.",дрался,394.485,408.147,11,16
1051,dialect_middle_pinega,A-0474_Ф.eaf,51,"Не ходи ' Я вот, мамы -то нету дома -то дак сдала книги сходила да и...",сдала,550.13,573.808,45,49
1052,dialect_middle_pinega,A-0474_Ф.eaf,66,"Вот и у ей матерь была, сейгод померла, Татьяна -то, тоже вот экая была.",померла,770.74,776.95,32,38
1053,dialect_middle_pinega,Д84_27_Нюхча_Пинежск_Ф.eaf,51,"Такая пошустрее была бы дак, у деверя -то жила дак, корову взяла и, и кор= корову, вот эво где дом был, корову продала, дом бы хороший и жила, а то такая она слабенькая тоже дак.",жила,1256.013,1287.294,138,141
1054,dialect_middle_pinega,Д84_27_Нюхча_Пинежск_Ф.eaf,51,"Такая пошустрее была бы дак, у деверя -то жила дак, корову взяла и, и кор= корову, вот эво где дом был, корову продала, дом бы хороший и жила, а то такая она слабенькая тоже дак.",жила,1256.013,1287.294,43,46
1055,dialect_middle_pinega,Д84_27_Нюхча_Пинежск_Ф.eaf,54,"А жили тоже одны, тут вот не было женского, мужчины жили тоже дак.",жили,1321.901,1338.655,3,6
1056,dialect_middle_pinega,Д84_27_Нюхча_Пинежск_Ф.eaf,54,"А жили тоже одны, тут вот не было женского, мужчины жили тоже дак.",жили,1321.901,1338.655,53,56
1057,dialect_middle_pinega,A-0474_Ф.eaf,113,"Ак кто мене нонче сказывал, его у Нюхчи так жёнку ведь задрал медведь.",задрал,1353.922,1368.309,56,61
1058,dialect_middle_pinega,Д84_27_Нюхча_Пинежск_Ф.eaf,54,"Она пришла, ак она хозяйская, она корову завела и, и так они, да жила семь годов, они так и светлее и зажили.",зажили,1321.901,1338.655,103,108
1059,dialect_middle_pinega,Д84_27_Нюхча_Пинежск_Ф.eaf,60,"Жила-жила, а этой нашей -то деваться -то некуды тоже, дак вот к ней тут и пришлось придти вот ней, кормить, вот три года -то она и воспитывала ней.",жила,1439.252,1454.505,6,9
1060,dialect_middle_pinega,A-0474_Ф.eaf,142,"Да, да, разыскал, матерь что -то телеграмму подала да, беда, мачеха да так уж хорошо, она ему= его приняла, дак ой.",приняла,1708.327,1720.235,100,106
1061,dialect_middle_pinega,A-0474_Ф.eaf,143,"Умерла, да.",Умерла,1721.573,1722.742,1,6
1062,dialect_middle_pinega,Д84_27_Нюхча_Пинежск_Ф.eaf,65,"А у ней такое тоже есть, ей жить можно, ак вот это, а пережила вот, а вот это и не надь, что",пережила,1507.642,1516.527,55,62
1063,dialect_middle_pinega,A-0475_Ф.eaf,95,А через два дни заболел оспой да помер.,помер,1791.459,1811.803,34,38
1064,dialect_middle_pinega,Д84_27_Нюхча_Пинежск_Ф.eaf,73,"Ак этто у меня жили, тут чай пили да всё.",жили,1665.241,1691.997,16,19
1065,dialect_middle_pinega,Д84_30_Нюхча_Пинежск_Ф.eaf,26,Прожила же с ним -то?,Прожила,369.222,377.663,1,7
1066,dialect_middle_pinega,A-0476_Ф.eaf,22,"Ведь и не знаю, с чего меня и взяло -то.",взяло,341.587,350.334,31,35
1067,dialect_middle_pinega,A-0476_Ф.eaf,22,"Не знаю я, как, каким поботом меня тут что с чего взяло.",взяло,341.587,350.334,51,55
1068,dialect_middle_pinega,A-0476_Ф.eaf,69,"Вчера Вовка нас тут возил; наверное проспался, дак тут опять стал сам возить.",проспался,809.743,817.693,37,45
1069,dialect_middle_pinega,A-0476_Ф.eaf,17,Василиса сестра брала.,брала,1194.457,1199.472,17,21
1070,dialect_middle_pinega,A-0476_Ф.eaf,32,"А ведь теперь, как вот Афанасий помер, ни одна вошь у меня не бывала.",помер,1351.409,1357.642,33,37
1071,dialect_middle_pinega,A-0476_Ф.eaf,65,"А драться тоже - дрались, дрались раньше ребята.",дрались,1722.58,1748.794,27,33
1072,dialect_middle_pinega,A-0476_Ф.eaf,65,"А драться тоже - дрались, дрались раньше ребята.",дрались,1722.58,1748.794,18,24
1073,dialect_middle_pinega,A-0476_Ф.eaf,20,"Забыла, как корень на= корень -то звали.",звали,1954.763,1972.011,35,39
1074,dialect_middle_pinega,A-0476_Ф.eaf,45,"К венцу, тамотки, что я вот в шапочке дак шапочку сняли, тут и ещё не= не у кого этто не было, у меня ленты это, банты наложили и, а ведь к венцу приедешь, шесть мет= шесть аршин портно постелют, да на это вот и портно -то станем потом и.",сняли,2275.243,2300.046,51,55
1075,dialect_middle_pinega,A-0476_Ф.eaf,56,"Тетам и= а этто вот померла тоже уж, много знала да померла она, дак тут мне рассказывали, ну всё-ко Кирилловна знает, сказки -то да всё, были ли вы?",померла,2434.239,2447.881,21,27
1076,dialect_middle_pinega,A-0476_Ф.eaf,56,"Тетам и= а этто вот померла тоже уж, много знала да померла она, дак тут мне рассказывали, ну всё-ко Кирилловна знает, сказки -то да всё, были ли вы?",померла,2434.239,2447.881,53,59
1077,dialect_middle_pinega,A-0476_Ф.eaf,71,Мы пили эко.,пили,2663.977,2672.106,4,7
1078,dialect_middle_pinega,Д84_21_Лавела_Занаволок_Ф.eaf,2,"Потом он вот горячее -то все молоко стали пить, он налил стакан, выпил, думаю, нет, выпил.",налил,24.506,42.669,52,56
1079,dialect_middle_pinega,Д84_21_Лавела_Занаволок_Ф.eaf,4,"жёнка одна этам напротивья напилась вина да напилась браги , да ей стала мучить , да вот кто знает , с чего , вот сказали на его да и чуть не убили тогды его",напилась,58.858,73.818,28,35
