index,corpus,source,id,sentence,token,time_start,time_end,start,end
3001,russian_l2_chuvash,zbk1950_20170808_ZinBor_KI_RusText_socioanketa.eaf,121,"я никуда не уезжала, я здесь же всю жизнь жила, в нашей родной же школе",жила,218.31,222.86,43,46
3002,russian_l2_chuvash,zbk1950_20170808_ZinBor_KI_RusText_socioanketa.eaf,127,"впоследствии мне уже дали пятый восьмой класс, а потом я стала учительницей средней школы",дали,225.98,231.56,22,25
3003,russian_l2_chuvash,zbk1950_20170808_ZinBor_KI_Peduchilishe_long_rus.eaf,198,"ну, в то время еще жили очень бедно",жили,252.18,254.07,20,23
3004,russian_l2_chuvash,zbk1950_20170808_ZinBor_KI_Peduchilishe_long_rus.eaf,218,"а первый год мы уж жили на прак... э, на квартире, у людей",жили,279.36,283.57,20,23
3005,russian_l2_chuvash,zbk1950_20170808_ZinBor_KI_Peduchilishe_long_rus.eaf,232,и вот мы там жили,жили,292.19,293.29,14,17
3006,russian_l2_chuvash,zbk1950_20170808_ZinBor_KI_Peduchilishe_long_rus.eaf,234,"один год мы прожили, а потом",прожили,293.665,295.465,13,19
3007,russian_l2_chuvash,zbk1950_20170808_ZinBor_KI_Peduchilishe_long_rus.eaf,250,и вот в тридцать седьмой комнате мы жили,жили,310.215,312.105,37,40
3008,russian_l2_chuvash,zbk1950_20170808_ZinBor_KI_RusText_socioanketa.eaf,252,но жили они всю жизнь,жили,442.715,444.325,4,7
3009,russian_l2_chuvash,zbk1950_20170808_ZinBor_KI_Peduchilishe_long_rus.eaf,456,"на это мы жили, за три копейки мы покупали",жили,614.045,616.585,11,14
3010,russian_l2_chuvash,zbk1950_20170808_ZinBor_KI_Peduchilishe_long_rus.eaf,472,"а там, где новое общежитие, мы жили вчетвером",жили,638.225,640.895,32,35
3011,russian_l2_chuvash,zns1934_20170809_ZojNik_KI_RusText_o_zhizni_A.eaf,22,в этой деревне жила,жила,26.265,27.405,16,19
3012,russian_l2_chuvash,zns1934_20170809_ZojNik_KI_RusText_o_zhizni_A.eaf,61,три года жила там,жила,61.48,62.75,10,13
3013,russian_l2_chuvash,zns1934_20170809_ZojNik_KI_RusText_istorija_o_ljagushke.eaf,64,"сняла, что ты хочешь снимать, думала",сняла,76.395,77.985,1,5
3014,russian_l2_chuvash,zns1934_20170809_ZojNik_KI_RusText_o_rabote.eaf,66,летом в лесу там жили,жили,103.805,105.595,18,21
3015,russian_l2_chuvash,zns1934_20170809_ZojNik_KI_RusText_o_zhizni_A.eaf,131,дома жила,жила,122.505,123.435,6,9
3016,russian_l2_chuvash,zns1934_20170809_ZojNik_KI_RusText_istorija_o_ljagushke.eaf,128,"это, он умер",умер,129.915,130.875,9,12
3017,russian_l2_chuvash,zns1934_20170810_ZojNik_KI_Puteshestvija_sluchaj_v_gorah_rus.eaf,102,я брала,брала,150.635,151.595,3,7
3018,russian_l2_chuvash,zns1934_20170809_ZojNik_KI_RusText_o_zhizni_A.eaf,161,на третьем этаже девчонки жили,жили,154.365,156.785,27,30
3019,russian_l2_chuvash,zns1934_20170809_ZojNik_KI_RusText_o_zhizni_A.eaf,163,на первом этаже мальчишки жили,жили,156.835,158.285,27,30
3020,russian_l2_chuvash,zns1934_20170809_ZojNik_KI_RusText_o_rabote.eaf,122,"и молоко, и мясло... масло взяли, и творог, наверное, туда",взяли,169.435,173.385,28,32
3021,russian_l2_chuvash,zns1934_20170809_ZojNik_KI_RusText_o_rabote.eaf,124,"взяли, сколько надо",взяли,173.875,175.105,1,5
3022,russian_l2_chuvash,zns1934_20170810_ZojNik_KI_Puteshestvija_sluchaj_v_gorah_rus.eaf,124,вверх подняли,подняли,207.465,208.545,7,13
3023,russian_l2_chuvash,zns1934_20170809_ZojNik_KI_RusText_o_rabote.eaf,158,"ээ, мы там же спали",спали,217.14,218.51,15,19
3024,russian_l2_chuvash,zns1934_20170809_ZojNik_KI_RusText_o_rabote.eaf,164,"там все девчонки там жили, там",жили,223.305,226.245,22,25
3025,russian_l2_chuvash,zns1934_20170809_ZojNik_KI_RusText_o_rabote.eaf,192,"около сарая там постелили да спали, потом дом поставили, хорошо хоть",спали,257.06,261.61,30,34
3026,russian_l2_chuvash,zns1934_20170809_ZojNik_KI_RusText_o_zhizni_A.eaf,280,так мы так просто жили,жили,263.555,265.135,19,22
3027,russian_l2_chuvash,zns1934_20170809_ZojNik_KI_RusText_o_zhizni_A.eaf,342,вот так жили,жили,324,325.85,9,12
3028,russian_l2_chuvash,zns1934_20170809_ZojNik_KI_RusText_o_zhizni_A.eaf,350,"всё мальчика, мальчика ждали",ждали,330.931,332.612,24,28
3029,russian_l2_chuvash,zns1934_20170809_ZojNik_KI_RusText_o_zhizni_A.eaf,361,"пять родила, один умерла",умерла,346.69,348.55,19,24
3030,russian_l2_chuvash,zns1934_20170809_ZojNik_KI_RusText_o_zhizni_A.eaf,369,"библиотека работает, и она тоже дома не жила бы",жила,352.5,354.98,41,44
3031,russian_l2_chuvash,zns1934_20170810_ZojNik_KI_Puteshestvija_sluchaj_v_gorah_rus.eaf,236,"как умерла, конечно",умерла,400.005,401.595,5,10
3032,russian_l2_karel,20210703a_UstjeVidlitsy_AA1963.eaf,673,"Собрались за стол, а мужики ждали, ждали и не стали.",ждали,1403.183,1406.414,36,40
3033,russian_l2_karel,20210628a_Kroshnozero_LNP1969.eaf,577,Звали её Геркум Маша.,Звали,2717.521,2719.181,1,5
3034,russian_l2_karel,20190702a_Petrozavodsk_AG1987.eaf,292,"Но потом, когда мы начали углубленно изучать, я понял, что ни черта не знаю.",понял,572.693,578.319,49,53
3035,russian_l2_karel,20190702a_Petrozavodsk_AG1987.eaf,440,"Ну как -то, как -то народ очень, очень тепло это всё дело воспринял.",воспринял,910.178,914.733,59,67
3036,russian_l2_karel,20190702a_Petrozavodsk_AG1987.eaf,1998,"Не понял, не понял вопроса.",понял,3878.913,3880.361,14,18
3037,russian_l2_karel,20210706a_Nurmolitsi_AI1938.eaf,224,"Правнучка, пятнадцать лет, её тоже она взяла туда,",взяла,593.76,596.58,40,44
3038,russian_l2_karel,20210702a_Gavrilovka_AIG1938.eaf,37,"до Верхней Видлицы, я там жила.",жила,103.85,106.81,27,30
3039,russian_l2_karel,20210626a_Petrozavodsk_AM1955.eaf,284,Он умер.,умер,450.779,451.329,4,7
