index,corpus,source,id,sentence,token,time_start,time_end,start,end
1,dialect_don,050722_EIV1939_Melikhovskaya_1.eaf,9,Пережили.,Пережили,25.47,26.66,1,8
2,dialect_don,050722_EIV1939_Melikhovskaya_1.eaf,21,Они же там окружили их и взяли в плен.,взяли,63.683,70.09,26,30
3,dialect_don,050722_EIV1939_Melikhovskaya_1.eaf,33,"Прожила пятьдесят пять, на пятьдесят шестом году умерла.",Прожила,109.44,113.56,1,7
4,dialect_don,020721_VIK1941_Razdorskaya.eaf,428,"Колхоз занял эти сады, виноградники там были.",занял,1940.999,1945.235,8,12
5,dialect_don,020721_VIK1941_Razdorskaya.eaf,538,"Да, взрослые же читали, взрослые -то брали же в апте= в библиотеке же книжки, читали.",брали,2469.76,2476.76,38,42
6,dialect_don,020721_VIK1941_Razdorskaya.eaf,544,"Ма= братик умер, маленький, Ви= Толечка был.",умер,2500.863,2506.181,12,15
7,dialect_don,050722_EIV1939_Melikhovskaya_1.eaf,32,Онкология откуда -то взялась.,взялась,106.64,109.087,22,28
8,dialect_don,050722_EIV1939_Melikhovskaya_1.eaf,167,Говорю: ну вот ты= до= дожили до какой счастливой жизни.,дожили,604.12,608.55,24,29
9,dialect_don,020721_VIK1941_Razdorskaya.eaf,619,"Чего ты его трогаешь, он пришёл с работы, вы с Танею всю, весь день кофе пропили.",пропили,2858.33,2864.613,74,80
10,dialect_don,020721_VIK1941_Razdorskaya.eaf,657,"Денег, конечно, не давали, потому что под деньги же всё это брали, под список.",брали,3053.333,3059,61,65
11,dialect_don,020721_VIK1941_Razdorskaya.eaf,712,"Дочечка -то умерла же у меня, сорок два года, рак, рак груди.",умерла,3325.178,3332.99,13,18
12,dialect_don,020721_VIK1941_Razdorskaya.eaf,793,"Я вам сказала: не давайте мне наркоза, а вы два раза дали мне наркоз.",дали,3693.082,3696.932,54,57
13,dialect_don,020721_VIK1941_Razdorskaya.eaf,810,"Ут= уткам дала, маленьким цыплятам сейчас, курям, маленьким цыплятам, большим цыплятам, курям большим.",дала,3789.449,3797.216,11,14
14,dialect_don,020721_VIK1941_Razdorskaya.eaf,851,Что она на другой день насилу поднялась и больше не сказала слова нет.,поднялась,4071.392,4075.532,31,39
15,dialect_don,050722_EIV1939_Melikhovskaya_1.eaf,193,Вот так и жили.,жили,702.519,704,11,14
16,dialect_don,050722_EIV1939_Melikhovskaya_1.eaf,211,"Вот, Шура Жиркова жила выше, говорит, в том году умерла.",жила,771.522,775.8,19,22
17,dialect_don,020721_VIK1941_Razdorskaya.eaf,862,"она клянётся, божится, что я не пила.",пила,4118.916,4122.559,33,36
18,dialect_don,050722_EIV1939_Melikhovskaya_1.eaf,212,"Надя, говорю, Макарова жила, тоже, говорю, умерла.",жила,775.8,781.473,24,27
19,dialect_don,020721_VIK1941_Razdorskaya.eaf,878,"Придём смолоть, сейчас же бабка, а ей кто -то передал, что там дети пришли твои.",передал,4179.699,4187.399,47,53
20,dialect_don,050722_EIV1939_Melikhovskaya_1.eaf,273,Я уже пожил.,пожил,1015.23,1019.09,7,11
21,dialect_don,020721_VIK1941_Razdorskaya.eaf,1012,Никогда он её никак не обозвал.,обозвал,4868.199,4870.832,24,30
22,dialect_don,020721_VIK1941_Razdorskaya.eaf,1145,"Когда брали, когда нет.",брали,5536.336,5538.443,7,11
23,dialect_don,050722_EIV1939_Melikhovskaya_1.eaf,364,А дед мой прожил девяносто шесть лет.,прожил,1350.533,1353.275,11,16
24,dialect_don,04072022_MLI1941_Melikhovskaya.eaf,97,"Вот, она её родила и умерла при родах, вот.",умерла,376.795,380.032,22,27
25,dialect_don,04072022_MLI1941_Melikhovskaya.eaf,133,"Вот, одна сестра умерла, это, отцова дочь.",умерла,496.942,501.433,18,23
26,dialect_don,050722_EIV1939_Melikhovskaya_1.eaf,416,"Поехали мы, они жили в Исаевке, её родители.",жили,1550.855,1554.03,17,20
27,dialect_don,04072022_MLI1941_Melikhovskaya.eaf,158,"Она умерла, вот.",умерла,601.564,603.908,5,10
28,dialect_don,04072022_MLI1941_Melikhovskaya.eaf,376,"Никаких , муж умер.",умер,1407.727,1410.801,15,18
29,dialect_don,04072022_MLI1941_Melikhovskaya.eaf,379,"В январе ему сравнялось шестьдесят лет, а двадцать первого июля он умер.",умер,1418.161,1422.955,68,71
30,dialect_don,04072022_MLI1941_Melikhovskaya.eaf,639,"Подняла дитя, вылечила.",Подняла,2531.54,2533.59,1,7
31,dialect_don,040722_GLT1934_Melikhovskaya_1.eaf,59,Она ж собственно своё только приданое и больше ничё не взяла.,взяла,220.4,224,56,60
32,dialect_don,040722_GLT1934_Melikhovskaya_2.eaf,157,"На плечи взяла вещи эти, мешки свои, пошла.",взяла,666.744,671.236,10,14
33,dialect_don,04072022_MLI1941_Melikhovskaya.eaf,768,"На шестьдесят восьмом году он умер, вот.",умер,3088.62,3092.84,31,34
34,dialect_don,04072022_MLI1941_Melikhovskaya.eaf,769,"Здесь брат жил, в пятьдесят шесть лет умер.",умер,3093.225,3096.415,39,42
35,dialect_don,050722_EIV1939_Melikhovskaya_1.eaf,521,И так и жили.,жили,1969.285,1971.644,9,12
36,dialect_don,050722_EIV1939_Melikhovskaya_1.eaf,536,Потом он тут пожил и уехал с женой в Краснодарский край в станицу Статотитаровскую.,пожил,2018.87,2027,14,18
37,dialect_don,04072022_MLI1941_Melikhovskaya.eaf,818,"Вот, приехали, говорит, и раскулачили: забрали быков, забрали лошадей, забрали зерно, говорит, всё.",забрали,3285.77,3293.64,40,46
38,dialect_don,04072022_MLI1941_Melikhovskaya.eaf,837,У него жена умерла.,умерла,3368.01,3372.32,13,18
39,dialect_don,050722_EIV1939_Melikhovskaya_1.eaf,538,Ну мало пожил.,пожил,2030.455,2033.07,9,13
40,dialect_don,04072022_TNG1957_Melikhovskaya.eaf,635,"Эти, ещё поют: сваха сваху ждала.",ждала,2706.635,2709.36,28,32
41,dialect_don,04072022_TNG1957_Melikhovskaya.eaf,762,"Мы ездили там на конкурс ухи в Ростов и заняли там первое место, у нас глава администрации варил с этой, ну, с бывшей директором клуба.",заняли,3170.252,3179.732,41,46
42,dialect_don,04072022_TNG1957_Melikhovskaya.eaf,951,"Ну, сдуру же забрала с культпросветучилища документы, надо ж было хотя бы ксерокопию оставить.",забрала,3810.439,3814.759,14,20
43,dialect_don,040722_GLT1934_Melikhovskaya_2.eaf,977,"Да, вот эта вот, взяла, приютила к себе.",взяла,3810.398,3813.599,18,22
44,dialect_don,050722_EIV1939_Melikhovskaya_1.eaf,1019,Потому что в монастыре он всю жизнь прожил.,прожил,3899.81,3903.565,37,42
45,dialect_don,04072022_TNG1957_Melikhovskaya.eaf,1191,"За это, заэтованную, это, на д= на добро подняла и...",подняла,4742.293,4745.986,42,48
46,dialect_don,04072022_TNG1957_Melikhovskaya.eaf,1300,"Муж умер, не дожив три месяца до двадцатипятилетия.",умер,5199.673,5203.273,5,8
47,dialect_don,050722_EIV1939_Melikhovskaya_1.eaf,1133,"Дед мой прожил, говорю, девяносто шесть лет - ни рубля не получил.",прожил,4311.143,4315.172,9,14
48,dialect_don,04072022_TNG1957_Melikhovskaya.eaf,1415,Она всегда ждала этот праздник.,ждала,5636.806,5639.54,12,16
49,dialect_don,050722_EIV1939_Melikhovskaya_1.eaf,1137,До= дожил он до своей кончины и пошёл в иной мир на девяносто шестом году.,дожил,4330.743,4336.33,5,9
50,dialect_don,04072022_TNG1957_Melikhovskaya.eaf,1618,Ели-пили-веселились-плясали.,пили,6432.898,6435.058,5,8
51,dialect_don,04072022_TNG1957_Melikhovskaya.eaf,1705,"Вот там, там они жрали самогонку, .",жрали,6839.32,6842.673,18,22
52,dialect_don,04072022_TNG1957_Melikhovskaya.eaf,1743,"Ну понимаешь, а если что -то случится, некрещёный ребенок умер, это материн грех.",умер,7026.099,7030.219,59,62
53,dialect_don,040722_GLT1934_Melikhovskaya_2.eaf,54,Ей квартиру дали: она пошла там на шахту устроилась.,дали,253.72,257.389,13,16
54,dialect_don,040722_GLT1934_Melikhovskaya_2.eaf,129,"Жил там, жили.",жили,561.363,563.219,10,13
55,dialect_don,040722_GLT1934_Melikhovskaya_2.eaf,152,"Посидела-посидела, подождала-подождала, ну что?",подождала,652.126,655.533,30,38
56,dialect_don,040722_GLT1934_Melikhovskaya_2.eaf,302,"Что мальчишка, живёт один с матерью, мать умерла.",умерла,1256.678,1260.042,43,48
57,dialect_don,040722_GLT1934_Melikhovskaya_2.eaf,316,"Когда мамка умерла, я спал с нею, с мамкой.",умерла,1308.707,1313.042,13,18
58,dialect_don,040722_GLT1934_Melikhovskaya_2.eaf,317,"Проснулся, чё такое: лежит, я её обнял так вот.",обнял,1313.22,1316.559,34,38
59,dialect_don,040722_GLT1934_Melikhovskaya_2.eaf,321,"Я под= наверное, умерла.",умерла,1327.211,1329.474,18,23
60,dialect_don,040722_GLT1934_Melikhovskaya_2.eaf,351,"Я на второй этаж поднялся, и коридор длинный такой, через весь дом коридор.",поднялся,1420.245,1425.453,18,25
61,dialect_don,040722_GLT1934_Melikhovskaya_2.eaf,440,"Вот, те приняли меня, ну а чё сделаешь.",приняли,1732.66,1735.728,9,15
62,dialect_don,040722_GLT1934_Melikhovskaya_2.eaf,449,"Меня приняли в пятый класс всё, документы, что у меня...",приняли,1756.322,1760.161,6,12
63,dialect_don,040722_GLT1934_Melikhovskaya_2.eaf,623,"Вот и я вот, я в Бежецке прожил.",прожил,2444.269,2447.71,26,31
64,dialect_don,040722_GLT1934_Melikhovskaya_2.eaf,679,Нанял я каменщиков.,Нанял,2666.949,2668.881,1,5
65,dialect_don,040722_GLT1934_Melikhovskaya_2.eaf,959,"А это, мы с ней хорошо прожили.",прожили,3729.123,3732.229,24,30
66,dialect_don,040722_GLT1934_Melikhovskaya_2.eaf,967,"Да он, наверное, вот сколько, в пятьдесят седьмом году он умер.",умер,3762.23,3766.816,59,62
67,dialect_don,040722_GLT1934_Melikhovskaya_2.eaf,973,"Она умерла уже, давно умерла.",умерла,3789.763,3792.33,5,10
68,dialect_don,040722_GLT1934_Melikhovskaya_2.eaf,1016,"К нам приходили, нас= и мы ждали.",ждали,3963.961,3967.221,28,32
69,dialect_don,072021_KVA1948_Razdorskaya.eaf,61,"Жили там, а на верхах мы спим.",Жили,288.64,291.95,1,4
70,dialect_don,050722_EIV1939_Melikhovskaya_1.eaf,19,Отца моего в плен забрали под Смоленском.,забрали,58.46,61.659,19,25
71,dialect_don,072021_KVA1948_Razdorskaya.eaf,197,"Ну, мы же жили-жили, мы делали без воды, без ничего.",жили,835.05,840.89,11,14
72,dialect_don,050722_EIV1939_Melikhovskaya_1.eaf,33,"Прожила пятьдесят пять, на пятьдесят шестом году умерла.",умерла,109.44,113.56,50,55
73,dialect_don,050722_EIV1939_Melikhovskaya_1.eaf,212,"Надя, говорю, Макарова жила, тоже, говорю, умерла.",умерла,775.8,781.473,44,49
74,dialect_don,072021_KVA1948_Razdorskaya.eaf,819,"Там пожила на квартире, как на Каменку выезжаешь.",пожила,3367.355,3372.005,5,10
75,dialect_don,072021_KVA1948_Razdorskaya.eaf,827,"И вот она пожила-пожила по квартирам, говорит: надо строить самой.",пожила,3389.731,3394.772,18,23
76,dialect_don,04072022_MLI1941_Melikhovskaya.eaf,43,"Как назвала, так и тридцать лет прожила с мамою, бок о бок.",прожила,171.753,176.114,33,39
77,dialect_don,04072022_MLI1941_Melikhovskaya.eaf,587,Без колец жили.,жили,2314.65,2316.94,11,14
78,dialect_don,050722_EIV1939_Melikhovskaya_1.eaf,444,"Вот она два года будет в июле, как умерла она.",умерла,1661.545,1665.052,36,41
79,dialect_don,050722_EIV1939_Melikhovskaya_1.eaf,486,"Пили, всё, сейчас не знаю, не пьём.",Пили,1822.844,1825.52,1,4
